Seconds,Stream,E4_Seconds,Value
1904-01-01 00:25:38.008193883,E4_Ibi,2024-06-28 11:29:38.765889883,0.8281634
1904-01-01 00:27:15.528334054,E4_Ibi,2024-06-28 11:31:16.286030054,0.5000231
1904-01-01 00:27:16.153364095,E4_Ibi,2024-06-28 11:31:16.911060095,0.6250288
1904-01-01 00:27:35.419884118,E4_Ibi,2024-06-28 11:31:36.177580118,0.6094034
1904-01-01 00:28:27.562924060,E4_Ibi,2024-06-28 11:32:28.320620060,0.6250291
1904-01-01 00:31:44.072024020,E4_Ibi,2024-06-28 11:35:44.829720020,0.4218943
1904-01-01 00:43:11.041334066,E4_Ibi,2024-06-28 11:47:11.799030066,1.046923
1904-01-01 00:47:40.225674066,E4_Ibi,2024-06-28 11:51:40.983370066,0.6406546
